schema_version,evidence_id,action_id,action_name,sector,component,source_id,source_title,pdf_page,printed_page,quote_verbatim,quote_language,indicator_ids_addressed,indicator_names_addressed,direction,quantified_value,support_scope,maladaptation_signal,extraction_run_id,review_status,reviewed_by,reviewed_at,review_note
0.3.0,ev_308825ca90d26541,c40_0052,Deploy cool pavements and cool roofs on heat‑exposed streets and buildings,energy_security,vulnerability,ES_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",2452,2440,"Urban greening (e.g., tree planting; construction of stormwater retention areas; construction of green roofs and cool roofs; provision of rainwater barrels; pervious pavement materials) Mitigation, particularly avoided emissions; public health improvements—increases in physical activity, reductions in air and noise pollution, reduced urban heat island effect, improved mental health; urban flood risk management; water savings; energy savings",en,10009 | 10010,Residential electrical consumption | Electrical energy intensity,supports,,whole_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_94511a34664767b7,c40_0052,Deploy cool pavements and cool roofs on heat‑exposed streets and buildings,energy_security,vulnerability,ES_SRC_005,Brazil 2025 Energy Policy Review,61,61,"From a policy perspective, integrating clear energy efficiency requirements, such as passive cooling strategies, within MCMV will maximise the impact of solar PV deployment, reducing unnecessary energy consumption.",en,10009 | 10010,Residential electrical consumption | Electrical energy intensity,supports,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_8a353f763e6eb708,c40_0052,Deploy cool pavements and cool roofs on heat‑exposed streets and buildings,energy_security,vulnerability,ES_SRC_007,Climate Resilience: Part of Electricity Security 2021,22,20,"However, the level of increased demand can be mitigated by higher levels of energy efficiency in both cooling devices and building envelopes. Compared to 2018, global energy consumption for residential space cooling could increase by as much as 65% in 2030 (Figure 3). However, through a combination of more efficient devices, more resilient buildings and increased flexibility, this could be cut by one-fifth in the SDS, with the majority of these savings in non-OECD countries.",en,10009 | 10010,Residential electrical consumption | Electrical energy intensity,supports,one-fifth reduction in projected residential space-cooling energy use,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_c2e83574b0b32c26,icare_0160,Establish mechanisms for intersectoral coordination and public participation in climate policy,energy_security,vulnerability,ES_SRC_009,Stronger Power: Improving Power Sector Resilience to Natural Hazards,38,37,"Recovery operations encompass not only specific steps for damage recovery and power restoration, but also internal institutional coordination and cooperation with other utilities, governmental institutions, and municipalities.",en,10017,Resilient cities,supports,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_06e2b51c8b86eec3,icare_0160,Establish mechanisms for intersectoral coordination and public participation in climate policy,energy_security,vulnerability,ES_SRC_010,Enhancing Resilience: Climate-proofing Power Infrastructure,9,9,"Create open platforms to share resilience strategies, case studies and policy frameworks and improve community engagement and communication with power system stakeholders.",en,10017,Resilient cities,supports,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_5393603cdfa5a865,icare_0169,Establish a Plan for Preparation and Emergency Response Measures in the event of extreme weather events,energy_security,vulnerability,ES_SRC_009,Stronger Power: Improving Power Sector Resilience to Natural Hazards,38,37,"Utility companies, as well as their priority energy users, will be better prepared for power outages when a disaster strikes if they incorporate appropriate policies and tools into a disaster recovery framework. Such a framework should include contingency plans and institutional arrangements that clearly allocate responsibility during the recovery period. A good emergency preparedness plan, accompanied by strategic investments, can shorten restoration time and limit the impact of disasters.",en,10017,Resilient cities,supports,,whole_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_3291bce3b0395986,icare_0169,Establish a Plan for Preparation and Emergency Response Measures in the event of extreme weather events,energy_security,vulnerability,ES_SRC_010,Enhancing Resilience: Climate-proofing Power Infrastructure,30,30,"One of the key steps within the resilience framework is to develop an emergency management plan, which includes preparing a checklist, developing and reviewing outage recovery plans, procuring and conducting periodic review of back up resources, and coordination between different personnel and stakeholders. It is also important to create schemes to enhance the capacity of the system to withstand an event, minimise damage, recover rapidly and adapt to it.",en,10017,Resilient cities,supports,,whole_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_8ca10a1d2c01f2e5,icare_0170,Build safe housing and implement urban rehabilitation projects for populations living in high-risk areas,energy_security,exposure,ES_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",37,25,"Responses to ongoing sea level rise and land subsidence in low-lying coastal cities and settlements and small islands include protection, accommodation, advance and planned relocation (high confidence). These responses are more effective if combined and/or sequenced, planned well ahead, aligned with sociocultural values and development priorities, and underpinned by inclusive community engagement processes (high confidence).",en,10018,Population density,supports,,whole_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_15fdd54b321fe4cb,icare_0170,Build safe housing and implement urban rehabilitation projects for populations living in high-risk areas,energy_security,exposure,ES_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",108,96,"Properly supported and where levels of agency and assets are high, migration as an adaptation to climate change can reduce exposure and socioeconomic vulnerability (medium confidence). However, migration becomes a risk when climate hazards cause an individual, household or community to move involuntarily or with low agency (high confidence).",en,10018,Population density,qualifies,,whole_action,true,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_197b6b22e0d3e4a7,icare_0171,"Improve the hydrometeorological forecasting, monitoring, and alert system for climate risks",energy_security,vulnerability,ES_SRC_009,Stronger Power: Improving Power Sector Resilience to Natural Hazards,35,34,"TV, internet, radio, or newspapers, as well as automated phone text messaging, can be used to communicate the need for demand reduction to users when an extreme weather event is expected (Brown 2016).",en,10017,Resilient cities,supports,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_67cb83b0517ba82c,icare_0171,"Improve the hydrometeorological forecasting, monitoring, and alert system for climate risks",energy_security,vulnerability,ES_SRC_010,Enhancing Resilience: Climate-proofing Power Infrastructure,9,9,"Predictive analytics, forecasting and smart monitoring enable proactive responses to weather risks. This minimises outages and optimises existing infrastructure, avoiding costly buildouts.",en,10017,Resilient cities,supports,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_7f3fb5e84a184b30,icare_0172,Develop and implement the Municipal Risk Reduction Plan (PMRR) and identify population groups vulnerable to climate risks.,energy_security,vulnerability,ES_SRC_009,Stronger Power: Improving Power Sector Resilience to Natural Hazards,35,34,"Planning criteria and methodologies will need to be revised to include resilience, because the design of resilient power systems starts with the overall planning of the system. Until recently, there had been little work on including climate considerations in planning. Although these issues are well understood in qualitative terms and practiced in the field, they are not systematically considered in producing a power system plan that finds a good balance between cost and risks.",en,10017,Resilient cities,supports,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_192ac6c05048c65d,icare_0172,Develop and implement the Municipal Risk Reduction Plan (PMRR) and identify population groups vulnerable to climate risks.,energy_security,vulnerability,ES_SRC_010,Enhancing Resilience: Climate-proofing Power Infrastructure,26,26,"A resilience enhancement framework represents a comprehensive approach to improving resilience. It supports the planning for resilience and developing strategies to ease and enable a faster recovery. The framework should provide clear steps for assessing risk, analysing vulnerability, identifying infrastructure hardening requirements and other resilience measures, and improving information sharing and communication channels.",en,10017,Resilient cities,supports,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_0bb0b4c5f8b1674c,icare_0173,Preventive maintenance of drainage systems,energy_security,vulnerability,ES_SRC_009,Stronger Power: Improving Power Sector Resilience to Natural Hazards,25,24,"One straightforward way to improve power system performance during floods is to elevate solar panels, or to locate plants or substations in an elevated area that will not be flooded – and, when possible, far enough from the coastline to avoid coastal flood. For existing plants that cannot be moved, elevating critical components is an option (particularly for substations), as is building dikes or flood protection walls.",en,10008,Electricity interruption,supports,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
