"parameter_id","parameter_title","parameter_type","meaning_category","calculation_phase","unit","tef_priority_tag","all_tags","tef_global_default","global_default_available","global_default_scaling","global_default_valid_from","global_default_year","global_default_reference","global_default_reference_domain","global_default_comment","country_specific_value_count","countries_with_values","default_use_assessment","preferred_source_level","data_sourcing_effort","assessment_rationale","classification_status","direct_activity_model_count","direct_activity_model_ids","transition_model_count","transition_model_codes","transition_model_ids","sectors","m1_in_scope_tef_parameter","m1_in_scope_shift_count","m1_in_scope_shift_codes","m1_data_work_assessment","tef_source_file","tef_repository","tef_source_snapshot","analysis_date","tef_licence"
"resource_proportion_diesel_light_trucks","Fuel proportion of diesel for light trucks","RESOURCE_PROPORTION","Fuel / resource mix","Core baseline / abatement calculation","percent","PRIO_MEDIUM","resource_proportion; PRIO_MEDIUM","100","true","CONSTANT","2019-01-01","2019","","","Initialized to 100%.","3","CH; DE; SE","Replace with local data","City/country fuel or technology mix","Medium","Represents the existing resource or fuel mix, which varies materially by place.","Rule-based initial assessment; expert validation required","1","diesel_light_trucks","9","T-1B1A-TE-1; T-1B1A-TE-10; T-1B1A-TE-2; T-1B1A-TE-4; T-1B1A-TE-5; T-1B1A-TE-6; T-1B1A-TE-7; T-1B1A-TE-8; T-1B1A-TE-9","biofuel_for_light_trucks; ecodriving_of_light_trucks; electric_light_trucks; gas_light_trucks; hydrogen_for_light_trucks; improved_load_factor_light_trucks; improved_vehicle_technology_light_trucks; route_optimisation_light_trucks; shift_to_electric_cargo_bikes","transport","true","5","T-1B1A-TE-1; T-1B1A-TE-10; T-1B1A-TE-6; T-1B1A-TE-7; T-1B1A-TE-8","Replace with local data","models/parameters/resource_proportion_diesel_light_trucks.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"resource_proportion_diesel_rail_freight","Fuel proportion diesel for freight rail","RESOURCE_PROPORTION","Fuel / resource mix","Core baseline / abatement calculation","percent","","resource_proportion","100","true","CONSTANT","2019-01-01","2019","","","Initialized to 100%.","0","","Replace with local data","City/country fuel or technology mix","Medium","Represents the existing resource or fuel mix, which varies materially by place.","Rule-based initial assessment; expert validation required","1","diesel_rail_freight","3","T-1B2-TE-1; T-1B2-TE-2; T-1B2-TE-3","biofuel_for_diesel_rail_freight; shift_to_electric_freight_rail; shift_to_hydrogen_freight_rail","transport","true","1","T-1B2-TE-2","Replace with local data","models/parameters/resource_proportion_diesel_rail_freight.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"resource_proportion_diesel_rail_passenger","Fuel proportion diesel for passenger rail","RESOURCE_PROPORTION","Fuel / resource mix","Core baseline / abatement calculation","percent","","resource_proportion","100","true","CONSTANT","2019-01-01","2019","","","Initialized to 100%.","0","","Replace with local data","City/country fuel or technology mix","Medium","Represents the existing resource or fuel mix, which varies materially by place.","Rule-based initial assessment; expert validation required","1","diesel_passenger_rail","3","T-1A2-TE-1; T-1A2-TE-2; T-1A2-TE-3","biofuel_for_diesel_rail_passenger; shift_to_electric_passenger_rail; shift_to_hydrogen_passenger_rail","transport","true","1","T-1A2-TE-2","Replace with local data","models/parameters/resource_proportion_diesel_rail_passenger.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"resource_proportion_ethanol","Fuel proportion ethanol","RESOURCE_PROPORTION","Fuel / resource mix","Core baseline / abatement calculation","percent","PRIO_MEDIUM","resource_proportion; PRIO_MEDIUM","0","true","CONSTANT","2019-01-01","2019","","","Initialized to 0%.","4","CH; DE; GB; SE","Replace with local data","City/country fuel or technology mix","Medium","Represents the existing resource or fuel mix, which varies materially by place.","Rule-based initial assessment; expert validation required","1","petrol_vehicles","20","T-1A1A-TE-1; T-1A1A-TE-10; T-1A1A-TE-11; T-1A1A-TE-12; T-1A1A-TE-13; T-1A1A-TE-14; T-1A1A-TE-15; T-1A1A-TE-16; T-1A1A-TE-17; T-1A1A-TE-18; T-1A1A-TE-19; T-1A1A-TE-2; T-1A1A-TE-22; T-1A1A-TE-3; T-1A1A-TE-4; T-1A1A-TE-5; T-1A1A-TE-6; T-1A1A-TE-7; T-1A1A-TE-8; T-1A1A-TE-9","ecodriving_of_cars; improved_urban_planning; improved_vehicle_technology; increase_renewable_proportion_in_petrol; increased_proportion_of_commuting_by_electric_bus; increased_proportion_of_non_travel_meetings_and_services; increased_proportion_of_public_transport_by_diesel_bus; increased_proportion_of_public_transport_by_gas_bus; increased_proportion_of_public_transport_by_hydrogen_bus; increased_proportion_of_public_transport_by_lpg_bus; increased_proportion_of_public_transport_by_petrol_bus; increased_proportion_of_public_transport_by_trams_and_light_rail; increased_proportion_of_walking_and_cycling; more_efficient_commuting_by_car; shift_to_electric_bikes; shift_to_electric_vehicles; shift_to_gas_vehicles; shift_to_hydrogen_vehicles; transfer_from_car_to_railway; transfer_from_car_to_remote_working","transport","true","14","T-1A1A-TE-1; T-1A1A-TE-10; T-1A1A-TE-11; T-1A1A-TE-12; T-1A1A-TE-13; T-1A1A-TE-14; T-1A1A-TE-15; T-1A1A-TE-16; T-1A1A-TE-17; T-1A1A-TE-18; T-1A1A-TE-19; T-1A1A-TE-22; T-1A1A-TE-4; T-1A1A-TE-6","Replace with local data","models/parameters/resource_proportion_ethanol.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"resource_proportion_ethanol_buses","Fuel proportion ethanol for buses","RESOURCE_PROPORTION","Fuel / resource mix","Core baseline / abatement calculation","percent","","resource_proportion","0","true","CONSTANT","2019-01-01","2019","","","Initialized to 0%.","0","","Replace with local data","City/country fuel or technology mix","Medium","Represents the existing resource or fuel mix, which varies materially by place.","Rule-based initial assessment; expert validation required","1","petrol_buses","3","T-1A1A-TE-16; T-1A1C-TE-3; T-1A1C-TE-4","biofuel_for_petrol_buses; improved_vehicle_technology_buses; increased_proportion_of_public_transport_by_petrol_bus","transport","true","2","T-1A1A-TE-16; T-1A1C-TE-4","Replace with local data","models/parameters/resource_proportion_ethanol_buses.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"resource_proportion_ethanol_heavy_trucks","Fuel proportion ethanol for heavy trucks","RESOURCE_PROPORTION","Fuel / resource mix","Core baseline / abatement calculation","percent","","resource_proportion","0","true","CONSTANT","2019-01-01","2019","","","Initialized to 0%.","0","","Replace with local data","City/country fuel or technology mix","Medium","Represents the existing resource or fuel mix, which varies materially by place.","Rule-based initial assessment; expert validation required","1","petrol_heavy_trucks","9","T-1B1B-TE-1; T-1B1B-TE-10; T-1B1B-TE-3; T-1B1B-TE-4; T-1B1B-TE-5; T-1B1B-TE-6; T-1B1B-TE-7; T-1B1B-TE-8; T-1B1B-TE-9","biofuel_for_petrol_heavy_trucks; ecodriving_of_heavy_trucks; gas_heavy_trucks; hydrogen_for_heavy_trucks; improved_load_factor_heavy_trucks; improved_vehicle_technology_heavy_trucks; shift_to_electric_heavy_trucks; transfer_from_heavy_truck_to_electric_railway; transfer_from_heavy_truck_to_sea","transport","true","5","T-1B1B-TE-1; T-1B1B-TE-10; T-1B1B-TE-6; T-1B1B-TE-7; T-1B1B-TE-9","Replace with local data","models/parameters/resource_proportion_ethanol_heavy_trucks.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"resource_proportion_ethanol_light_trucks","Fuel proportion ethanol for light trucks","RESOURCE_PROPORTION","Fuel / resource mix","Core baseline / abatement calculation","percent","","resource_proportion","0","true","CONSTANT","2019-01-01","2019","","","Initialized to 0%.","0","","Replace with local data","City/country fuel or technology mix","Medium","Represents the existing resource or fuel mix, which varies materially by place.","Rule-based initial assessment; expert validation required","1","petrol_light_trucks","9","T-1B1A-TE-1; T-1B1A-TE-10; T-1B1A-TE-3; T-1B1A-TE-4; T-1B1A-TE-5; T-1B1A-TE-6; T-1B1A-TE-7; T-1B1A-TE-8; T-1B1A-TE-9","biofuel_for_petrol_light_trucks; ecodriving_of_light_trucks; electric_light_trucks; gas_light_trucks; hydrogen_for_light_trucks; improved_load_factor_light_trucks; improved_vehicle_technology_light_trucks; route_optimisation_light_trucks; shift_to_electric_cargo_bikes","transport","true","5","T-1B1A-TE-1; T-1B1A-TE-10; T-1B1A-TE-6; T-1B1A-TE-7; T-1B1A-TE-8","Replace with local data","models/parameters/resource_proportion_ethanol_light_trucks.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"resource_proportion_ethanol_motorcycles","Fuel proportion ethanol for motorcycles","RESOURCE_PROPORTION","Fuel / resource mix","Core baseline / abatement calculation","percent","","resource_proportion","0","true","CONSTANT","2019-01-01","2019","","","Initialized to 0%.","0","","Replace with local data","City/country fuel or technology mix","Medium","Represents the existing resource or fuel mix, which varies materially by place.","Rule-based initial assessment; expert validation required","1","petrol_motorcycles","2","T-1A1B-TE-1; T-1A1B-TE-2","biofuel_for_petrol_motorcycles; shift_to_electric_motorcycles","transport","true","1","T-1A1B-TE-2","Replace with local data","models/parameters/resource_proportion_ethanol_motorcycles.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"resource_proportion_freight_aviation_biofuel","Aviation biofuel","RESOURCE_PROPORTION","Fuel / resource mix","Core baseline / abatement calculation","percent","PRIO_LOW","resource_proportion; PRIO_LOW","0","true","CONSTANT","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City/country fuel or technology mix","Medium","Represents the existing resource or fuel mix, which varies materially by place.","Rule-based initial assessment; expert validation required","1","freight_transportation_by_air","4","T-1B3-TE-1; T-1B3-TE-2; T-1B3-TE-3; T-1B3-TE-4","biofuels_for_freight_air_transport; electric_freight_airplanes; more_efficient_freight_airplanes; shift_from_freight_air_transport_to_railway","transport","true","3","T-1B3-TE-2; T-1B3-TE-3; T-1B3-TE-4","Replace with local data","models/parameters/resource_proportion_freight_aviation_biofuel.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"resource_proportion_freight_aviation_turbine_fuel","Aviation fuel","RESOURCE_PROPORTION","Fuel / resource mix","Core baseline / abatement calculation","percent","PRIO_LOW","resource_proportion; PRIO_LOW","100","true","CONSTANT","2019-01-01","2019","","","Initialized to 100%.","0","","Replace with local data","City/country fuel or technology mix","Medium","Represents the existing resource or fuel mix, which varies materially by place.","Rule-based initial assessment; expert validation required","1","freight_transportation_by_air","4","T-1B3-TE-1; T-1B3-TE-2; T-1B3-TE-3; T-1B3-TE-4","biofuels_for_freight_air_transport; electric_freight_airplanes; more_efficient_freight_airplanes; shift_from_freight_air_transport_to_railway","transport","true","3","T-1B3-TE-2; T-1B3-TE-3; T-1B3-TE-4","Replace with local data","models/parameters/resource_proportion_freight_aviation_turbine_fuel.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"resource_proportion_lbg_vehicle","Fuel proportion liquefied biogas for cars","RESOURCE_PROPORTION","Fuel / resource mix","Core baseline / abatement calculation","percent","PRIO_LOW","resource_proportion; PRIO_LOW","0","true","CONSTANT","2019-01-01","2019","","","Initialized to 0%.","0","","Replace with local data","City/country fuel or technology mix","Medium","Represents the existing resource or fuel mix, which varies materially by place.","Rule-based initial assessment; expert validation required","1","lng_vehicles","1","T-1A1A-TE-22","improved_urban_planning","transport","true","1","T-1A1A-TE-22","Replace with local data","models/parameters/resource_proportion_lbg_vehicle.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"resource_proportion_liquefied_bio_gas_shipping_freight","Fuel proportion LBG for freight shipping","RESOURCE_PROPORTION","Fuel / resource mix","Core baseline / abatement calculation","percent","","resource_proportion","0","true","CONSTANT","2019-01-01","2019","","","Initialized to 0%.","0","","Replace with local data","City/country fuel or technology mix","Medium","Represents the existing resource or fuel mix, which varies materially by place.","Rule-based initial assessment; expert validation required","1","lng_shipping_freight","3","T-1B4B-TE-1; T-1B4B-TE-2; T-1B4B-TE-3","biofuel_for_lng_shipping_freight; more_efficient_sea_freight_transportation; shift_to_lng_fuel_for_sea_freight_transportation","transport","true","1","T-1B4B-TE-2","Replace with local data","models/parameters/resource_proportion_liquefied_bio_gas_shipping_freight.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"resource_proportion_liquefied_bio_gas_shipping_passenger","Fuel proportion LBG for passenger shipping","RESOURCE_PROPORTION","Fuel / resource mix","Core baseline / abatement calculation","percent","","resource_proportion","0","true","CONSTANT","2019-01-01","2019","","","Initialized to 0%.","0","","Replace with local data","City/country fuel or technology mix","Medium","Represents the existing resource or fuel mix, which varies materially by place.","Rule-based initial assessment; expert validation required","1","lng_shipping_passenger","3","T-1A4-TE-1; T-1A4-TE-2; T-1A4-TE-3","biofuel_for_lng_shipping_passenger; more_efficient_sea_passenger_transportation; shift_to_lng_fuel_for_sea_passenger_transportation","transport","true","1","T-1A4-TE-2","Replace with local data","models/parameters/resource_proportion_liquefied_bio_gas_shipping_passenger.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"resource_proportion_liquefied_natural_gas_shipping_freight","Fuel proportion LNG for freight shipping","RESOURCE_PROPORTION","Fuel / resource mix","Core baseline / abatement calculation","percent","","resource_proportion","100","true","CONSTANT","2019-01-01","2019","","","Initialized to 100%.","0","","Replace with local data","City/country fuel or technology mix","Medium","Represents the existing resource or fuel mix, which varies materially by place.","Rule-based initial assessment; expert validation required","1","lng_shipping_freight","3","T-1B4B-TE-1; T-1B4B-TE-2; T-1B4B-TE-3","biofuel_for_lng_shipping_freight; more_efficient_sea_freight_transportation; shift_to_lng_fuel_for_sea_freight_transportation","transport","true","1","T-1B4B-TE-2","Replace with local data","models/parameters/resource_proportion_liquefied_natural_gas_shipping_freight.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"resource_proportion_liquefied_natural_gas_shipping_passenger","Fuel proportion LNG for passenger shipping","RESOURCE_PROPORTION","Fuel / resource mix","Core baseline / abatement calculation","percent","","resource_proportion","100","true","CONSTANT","2019-01-01","2019","","","Initialized to 100%.","0","","Replace with local data","City/country fuel or technology mix","Medium","Represents the existing resource or fuel mix, which varies materially by place.","Rule-based initial assessment; expert validation required","1","lng_shipping_passenger","3","T-1A4-TE-1; T-1A4-TE-2; T-1A4-TE-3","biofuel_for_lng_shipping_passenger; more_efficient_sea_passenger_transportation; shift_to_lng_fuel_for_sea_passenger_transportation","transport","true","1","T-1A4-TE-2","Replace with local data","models/parameters/resource_proportion_liquefied_natural_gas_shipping_passenger.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
